paragraph_id,sentence_id,sentence,token_id,token,lemma,head_token_id,dep_rel,deps,misc,manual_temporality
732,1,and ye shall find,3,shall,shall,4,aux,NA,NA,displaced
35,1,when shes in tummy time,2,shes,she,5,cop,NA,NA,displaced
337,1,xxx shes connected xxx,2,shes,she,4,cop,NA,NA,displaced
464,1,xxx me the shoes last night,4,shoes,shoe,0,root,NA,NA,displaced
4,1,you shop for bread,2,shop,shop,0,root,NA,NA,present
497,1,yeah it should have been delivered,3,should,should,6,aux,NA,NA,displaced
819,1,should we go say hi,1,should,should,3,aux,NA,NA,displaced
872,1,should I give him his late meal early xxx,1,should,should,3,aux,NA,NA,displaced
359,1,shouldnt it have gone off twenty minutes or so ago,1,should,should,5,aux,NA,SpaceAfter=No,displaced
1423,1,you should always hurry by,2,should,should,4,aux,NA,NA,displaced
444,1,I even signed this yesterday,3,signed,sign,0,root,NA,NA,displaced
512,1,yeah but like that fire sign up,6,sign,sign,1,conj,NA,NA,uncategorized
481,1,sit down,1,sit,sit,0,root,NA,NA,uncategorized
934,1,Toms skiing,2,skiing,ski,1,acl,NA,SpacesAfter=\n,present
597,1,he slept better last night,2,slept,sleep,0,root,NA,NA,displaced
1180,1,this smells nice,2,smells,smell,0,root,NA,NA,present
226,1,big bears smells sugar and spice,3,smells,smell,0,root,NA,NA,present
244,1,the strings all soar the reeds in four the brasses roar with notes galore,4,soar,soar,0,root,NA,NA,present
80,1,soften the elbow,1,soften,soften,0,root,NA,NA,present
188,1,or sounding terrible,2,sounding,sound,0,root,NA,NA,present
632,1,spit up,1,spit,spit,0,root,NA,NA,uncategorized
475,1,start,1,start,start,0,root,NA,SpacesAfter=\n,uncategorized
326,1,our one music toy always stays on our lap,6,stays,stay,0,root,NA,NA,present
2033,1,step on a rug,1,step,step,0,root,NA,NA,uncategorized
1794,1,stop screaming,1,stop,stop,0,root,NA,NA,present
784,1,stop,1,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
747,1,stop stop stop stop stop stop stop,1,stop,stop,4,parataxis,NA,NA,uncategorized
696,1,oh stop,2,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
682,1,stop,1,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
748,1,stop,1,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
190,1,stop,1,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
607,1,stop,1,stop,stop,0,root,NA,SpacesAfter=\n,uncategorized
199,1,I I took like a,3,took,take,0,root,NA,NA,displaced
1669,1,he took my ball,2,took,take,0,root,NA,NA,displaced
359,1,Mommy took away your fun its not cool,2,took,take,0,root,NA,NA,displaced
987,1,he took like a three hour nap today,2,took,take,0,root,NA,NA,displaced
64,1,<take me deeper than my feet would ever wander> = sings,2,take,take,0,root,NA,NA,present
41,1,taking xxx Batman and Robin pull it right out from under Jokers feet,1,taking,take,0,root,NA,NA,present
1051,1,you taking the van,2,taking,take,0,root,NA,NA,present
1503,1,okay take my xxx off,2,take,take,0,root,NA,NA,uncategorized
564,1,no it tastes like poop,3,tastes,taste,0,root,NA,NA,present
318,1,torn and then like all the little things like,1,torn,tear,0,root,NA,NA,displaced
9,2,kind of harder to tell because,5,tell,tell,3,advcl,NA,NA,present
964,1,tell Daddy,1,tell,tell,0,root,NA,NA,uncategorized
1390,1,tell Grams Grams Nana and Papaw thank you,1,tell,tell,0,root,NA,NA,uncategorized
86,1,thank you for telling me,1,thank,thank,0,root,NA,NA,present
588,1,thank you,1,thank,thank,0,root,NA,NA,uncategorized
175,1,oh much better thank you,4,thank,thank,0,root,NA,NA,uncategorized
194,1,thank you no no no,1,thank,thank,0,root,NA,NA,uncategorized
962,1,thank you,1,thank,thank,0,root,NA,NA,uncategorized
33,1,thank you,1,thank,thank,0,root,NA,NA,uncategorized
1340,1,thats everything,1,thats,that,0,root,NA,NA,present
271,1,<thats what youre gonna tell> = laughs,2,thats,that,0,root,NA,NA,present
29,1,so like there theres a reason why they killed her off,4,theres,there,9,advcl,NA,NA,displaced
150,1,theres nothing to be afraid of,1,theres,there,0,root,NA,NA,present
400,1,oh wow theres a lot to look at here,3,theres,there,0,root,NA,NA,present
206,2,because theres the baby that comes out of the eggs,2,theres,there,4,cop,NA,NA,present
1314,1,kitty theres a bad <ol>,2,theres,there,4,cop,NA,NA,present
731,1,theres a giant jumparee in my burrow,1,theres,there,4,cop,NA,NA,present
1666,1,and theres Mama,2,theres,there,3,cop,NA,NA,present
279,1,theres slices of cake that are this big,1,theres,there,2,cop,NA,NA,present
77,1,theres no baby in there,1,theres,there,3,cop,NA,NA,present
1468,1,theres the tiger,1,theres,there,3,cop,NA,NA,present
597,1,yeah theres some chippiesc in there,2,theres,there,4,cop,NA,NA,present
79,1,theres my eyes,1,theres,there,3,cop,NA,NA,present
209,1,xxx theyre waiting for a xxx announcement,2,theyre,theyre,3,aux,NA,NA,present
196,1,theyre at the farm,1,theyre,theyre,4,cop,NA,NA,present
55,1,theyve got experience theyre going to want to know why and really the test xxx,1,theyve,theyve,2,aux,NA,NA,displaced
1038,1,I thought you said you were tired,2,thought,think,0,root,NA,NA,displaced
141,1,I think theyd be too big on her,2,think,think,0,root,NA,NA,displaced
688,1,think hell come back,1,think,think,0,root,NA,NA,displaced
1080,1,I think Im gonna um,2,think,think,0,root,NA,NA,displaced
407,1,bananas I think an hour and a half,3,think,think,1,parataxis,NA,NA,present
49,1,I think Im gonna take her sweater off,2,think,think,0,root,NA,NA,present
153,1,thinking,1,thinking,think,0,root,NA,SpacesAfter=\n,present
699,2,because I think her heads in a fog because,3,think,think,9,advcl,NA,NA,present
206,1,so I think technically you have to sign for Nora <as well> = laughs,3,think,think,0,root,NA,NA,present
139,1,I think he wants his coat on now,2,think,think,0,root,NA,NA,present
20,1,yeah you think you think the other one huh,3,think,think,0,root,NA,NA,uncategorized
1197,1,no I think no,3,think,think,0,root,NA,NA,uncategorized
1256,1,<the chimney tops thats where> = sings,4,tops,top,0,root,NA,NA,uncategorized
241,1,yeah trust me in a little bit,2,trust,trust,0,root,NA,NA,displaced
739,1,xxx try the road like,2,try,try,0,root,NA,NA,uncategorized
1571,1,turn the page,1,turn,turn,0,root,NA,NA,present
144,1,<twing twing> = imitatesguitar,2,twing,tw,0,root,NA,NA,uncategorized
152,1,I twirled,2,twirled,twirl,0,root,NA,SpacesAfter=\n,displaced
276,1,um they usually have them closed more,1,um,um,0,root,NA,NA,displaced
129,1,um so thats how you xxx,1,um,um,0,root,NA,NA,present
1853,1,but they used,3,used,use,0,root,NA,SpacesAfter=\n,displaced
192,1,you only use xxx,3,use,use,0,root,NA,NA,present
241,1,wait I xxx,1,wait,wait,0,root,NA,NA,uncategorized
860,1,wait,1,wait,wait,0,root,NA,SpacesAfter=\n,uncategorized
301,1,wait,1,wait,wait,0,root,NA,SpacesAfter=\n,uncategorized
1110,1,xxx wait,2,wait,wait,0,root,NA,SpacesAfter=\n,uncategorized
99,1,walked into an Italian,1,walked,walk,0,root,NA,NA,displaced
1188,1,we wanna see how much is in there,2,wan,want,0,root,NA,SpaceAfter=No,displaced
456,1,I just wanna know maybe going forward,3,wan,want,0,root,NA,SpaceAfter=No,displaced
369,1,I wanna xxx too,2,wan,want,0,root,NA,SpaceAfter=No,displaced
807,1,you wanna go,2,wan,want,0,root,NA,SpaceAfter=No,displaced
2288,1,I wanna go in,2,wan,want,0,root,NA,SpaceAfter=No,displaced
1729,1,I wanna see AlvinandtheChipmunks,2,wan,want,0,root,NA,SpaceAfter=No,displaced
319,1,wanna go xxx something kind,1,wan,want,0,root,NA,SpaceAfter=No,displaced
400,1,you wanna talk about constitution day,2,wan,want,0,root,NA,SpaceAfter=No,displaced
1180,1,I wanna I want to xxx,4,want,want,0,root,NA,NA,displaced
1732,1,Dad I want to see AlvinandtheChipmunks,3,want,want,1,acl:relcl,NA,NA,displaced
789,1,you want to have an after dinner treat,2,want,want,0,root,NA,NA,displaced
1708,1,<I want to go> = cries,3,want,want,0,root,NA,NA,displaced
462,1,I want to start making the kids on I want to go on Sunday morning,2,want,want,0,root,NA,NA,displaced
373,1,I want xxx go out,2,want,want,0,root,NA,NA,displaced
697,1,xxx baby wants to xxx,3,wants,want,0,root,NA,NA,displaced
215,1,wants to go camping,1,wants,want,0,root,NA,NA,displaced
1402,1,it wants to put you in a pot and eat you probably,2,wants,want,0,root,NA,NA,displaced
479,1,those kind of people you want working on your house,6,want,want,2,acl:relcl,NA,NA,displaced
774,1,you want the happy you want the six piece meal,2,want,want,0,root,NA,NA,displaced
514,1,just want hugs,2,want,want,0,root,NA,NA,present
16,1,well they wanting your Ticketmaster or your blueprint,3,wanting,want,0,root,NA,NA,present
218,1,because he wants a camp fire,3,wants,want,0,root,NA,NA,present
97,1,yeah you want a little xxx,3,want,want,0,root,NA,NA,present
392,1,you want all your rubber duckies,2,want,want,0,root,NA,NA,present
45,1,I want that,2,want,want,0,root,NA,NA,present
1880,1,Mom I want more,3,want,want,1,acl:relcl,NA,NA,present
31,1,sure you want more,3,want,want,1,ccomp,NA,NA,present
901,1,want toys,1,want,want,0,root,NA,NA,present
125,1,you want your ball,2,want,want,0,root,NA,NA,present
438,1,I want Felix,2,want,want,0,root,NA,NA,present
925,1,wanna feel the plants,1,wan,want,0,root,NA,SpaceAfter=No,present
534,1,I want,2,want,want,0,root,NA,SpacesAfter=\n,uncategorized
102,1,we nibble grapes we watch the waves we take a little rest,5,watch,watch,3,parataxis,NA,NA,present
1345,1,its time to wave byebye for their <adventures> adventure is at an end,4,wave,wave,2,acl,NA,NA,present
1044,1,because as weve discovered,3,weve,weve,4,aux:pass,NA,NA,displaced
1870,1,weve been trying it for years and then,1,weve,weve,3,aux,NA,NA,displaced
72,1,thats what the recital is gonna be the dancing,2,what,what,0,root,NA,NA,displaced
375,1,whats that,1,whats,what,0,root,NA,NA,present
82,2,whatchamacallit too though doesnt it,1,whatchamacallit,whatchamacallit,0,root,NA,NA,uncategorized
2249,1,whered you put it,1,whered,where,0,root,NA,NA,displaced
314,1,whered you put the yellow marker,1,whered,where,0,root,NA,NA,displaced
199,1,whered she go,1,whered,where,0,root,NA,NA,displaced
1178,1,wheres Janeys piggy bank,1,wheres,where,4,cop,NA,NA,displaced
1469,1,Courtney honey wheres your shoes,3,wheres,where,0,root,NA,NA,displaced
305,1,whos this old guy,1,whos,who,0,root,NA,NA,present
836,1,whyd you,1,whyd,why,0,root,NA,NA,displaced
307,1,Mommy will close this for you there you go,2,will,will,3,aux,NA,NA,displaced
710,1,I will,2,will,will,0,root,NA,SpacesAfter=\n,displaced
404,1,not one friend will be missed,4,will,will,6,aux,NA,NA,displaced
1215,1,then I will get them with this towel,3,will,will,4,aux,NA,NA,displaced
49,1,<and my faith will be much stronger> = sings,5,will,will,8,aux,NA,NA,displaced
494,1,well hopefully it wont be too bad,4,wo,will,8,aux,NA,SpaceAfter=No,displaced
489,1,ll ul,1,ll,will,2,cop,NA,NA,uncategorized
2266,1,we won you Janey lose,2,won,win,0,root,NA,NA,displaced
72,1,yeah its in the building where Jeff works,8,works,work,5,acl:relcl,NA,SpacesAfter=\n,displaced
361,1,so like a cool like um corkboard or like whiteboard for his door would be cool,14,would,would,16,aux,NA,NA,displaced
73,1,I would love that,2,would,would,3,aux,NA,NA,displaced
100,1,would that fit there,1,would,would,3,aux,NA,NA,displaced
310,1,no I would just rather call it terrible Sue,3,would,would,6,aux,NA,NA,displaced
2117,1,that would be best if xxx,2,would,would,4,aux,NA,NA,displaced
863,1,I wouldnt put your mouth on it,2,would,would,4,aux,NA,SpaceAfter=No,displaced
172,1,why would Jasper be the captain of the car,2,would,would,6,aux,NA,NA,displaced
209,1,a good guess would be five thirty,4,would,would,6,aux,NA,NA,displaced
1813,1,he would want to get,2,would,would,3,aux,NA,NA,displaced
321,1,yeah I would like to have a tree and we like Christmas at our home,3,would,would,4,aux,NA,NA,displaced
118,1,alright so what Id like you to do buddy,4,Id,y,0,root,NA,NA,displaced
166,1,yes I yelled at you,3,yelled,yell,0,root,NA,NA,displaced
321,1,youll come over again youll come over again youll come over again,1,youll,youll,2,aux,NA,NA,displaced
130,1,youre coming,1,youre,your,0,root,NA,NA,displaced
602,1,<youre not here with me> = sings,2,youre,your,0,root,NA,NA,present
456,1,so youre not so close,2,youre,your,0,root,NA,NA,present
40,1,youre reading the book,1,youre,your,0,root,NA,NA,present
39,1,youre so cute Lou,1,youre,your,0,root,NA,NA,present
658,1,youve gotta learn,1,youve,youve,0,root,NA,NA,displaced
583,1,youve been so patient,1,youve,youve,4,aux,NA,NA,displaced
