"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc","temporality"
"338","TD_436_678",1935,1,"=cries","2","cries","cry","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"339","VI_008_707",326,1,"there we go","3","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"340","TD_473_844",632,1,"okay come on out to the car","2","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"341","VI_003_405",1378,1,"<long to be> = sings","4","be","be","AUX","VB","VerbForm=Inf","7","cop",NA,"SpaceAfter=No","uncategorized"
"342","VI_003_405",1272,1,"who went late","2","went","go","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"343","VI_037_868",209,1,"too soon to come in","4","come","come","VERB","VB","VerbForm=Inf","2","advcl",NA,NA,"uncategorized"
"344","VI_003_405",966,1,"yeah I know","3","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"345","VI_001_676",1483,2,"you all need glasses","3","need","need","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"346","VI_014_242",286,1,"so I fed him about an hour ago","3","fed","feed","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"347","TD_465_541",406,1,"go get your ball","1","go","go","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"348","TD_463_254",320,1,"but thankfully its not too long bad for too long","4","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","7","cop",NA,NA,"present"
"349","TD_448_304",273,1,"flying baby","1","flying","fly","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"350","VI_015_195",437,2,"going","1","going","go","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"351","TD_463_254",224,1,"uh so we my husband and I were looking at each other like okay and then she","8","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","9","aux",NA,NA,"displaced"
"352","TD_445_217",41,1,"taking xxx Batman and Robin pull it right out from under Jokers feet","1","taking","take","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"353","TD_436_678",1286,1,"we also have movies down in the childrens area","3","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"354","VI_033_820",865,1,"I dont know what you want","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"355","VI_008_707",628,1,"you picking it xxx","2","picking","pick","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"356","TD_472_829",528,1,"<nuh nuh> = makesnsound Nana","6","makesnsound","makesnsound","VERB","VBN","Tense=Past|VerbForm=Part","7","amod",NA,NA,"displaced"
"357","TD_465_541",605,1,"Id be on one end","2","be","be","AUX","VB","VerbForm=Inf","5","cop",NA,NA,"uncategorized"
"358","VI_033_820",724,1,"did you go in your diaper","1","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","3","aux",NA,NA,"displaced"
"359","VI_002_336",262,1,"because its closest to here","3","closest","closest","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"360","VI_047_440",191,1,"gonna put your arm through","1","gon","go","VERB","VBG","Abbr=Yes|Tense=Pres|VerbForm=Part","0","root",NA,"SpaceAfter=No","displaced"
"361","VI_012_562",1358,1,"is his diaper dirty or clean","1","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"362","VI_014_242",123,1,"and then were finished","3","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","aux:pass",NA,NA,"displaced"
"363","VI_004_415",150,1,"theres nothing to be afraid of","1","theres","there","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"364","VI_008_707",1147,1,"xxx to help you come in","3","help","help","VERB","VB","VerbForm=Inf","1","xcomp",NA,NA,"uncategorized"
"365","VI_005_263",40,1,"alright well Ill Ill hold him til xxx","5","hold","hold","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"366","TD_436_678",2243,1,"cut Janey","1","cut","cut","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"367","VI_033_820",1555,1,"<ah> = imitates you have a loud trumpet sound right","7","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","parataxis",NA,NA,"present"
"368","TD_463_254",359,1,"Mommy took away your fun its not cool","2","took","take","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"369","TD_448_304",393,1,"<whose name was Tiny Tim> = sings","4","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin","6","cop",NA,NA,"displaced"
"370","VI_033_820",1330,1,"seven flowers growing in the ground","3","growing","grow","VERB","VBG","VerbForm=Ger","2","acl",NA,NA,"present"
"371","TD_473_844",1005,1,"shes getting a big girl","2","getting","get","VERB","VBG","VerbForm=Ger","1","acl",NA,NA,"present"
"372","TD_474_966",342,1,"and what shape is it","4","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"373","VI_001_676",1870,1,"weve been trying it for years and then","1","weve","weve","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"374","VI_014_242",372,1,"but I bring up the dryer xxx","3","bring","bring","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"375","TD_473_844",976,2,"come on time to go","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"376","VI_012_562",855,1,"fell face forward and cut his lip on his his tooth cut his lip","1","fell","fall","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"377","VI_012_562",1543,1,"I put the present uh put them","2","put","put","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"378","VI_005_411",1208,1,"how does it look","2","does","do","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","aux",NA,NA,"present"
"379","TD_448_304",134,1,"looks a bit like a man whos like","1","looks","look","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"380","TD_448_304",322,1,"I dont think so no <cuz>","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"381","TD_467_433",405,1,"there we go","3","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"382","VI_015_195",457,1,"were doing it all by ourself","1","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","2","aux",NA,NA,"displaced"
"383","TD_436_678",227,1,"I dont know where Cape","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"384","TD_465_541",86,1,"lets get your cup","2","get","get","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"385","VI_005_263",647,1,"let go of my shirt","1","let","let","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"386","VI_002_336",1118,1,"lets go check that diaper","2","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"387","TD_449_716",428,1,"its gonna be hard now","2","gon","go","VERB","VBG","Abbr=Yes|Tense=Pres|VerbForm=Part","0","root",NA,"SpaceAfter=No","displaced"
"388","TD_465_541",444,1,"can you remember discovering your favorite foods","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"389","TD_436_678",40,1,"youre reading the book","1","youre","your","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"390","TD_474_966",206,2,"because theres the baby that comes out of the eggs","2","theres","there","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","cop",NA,NA,"present"
"391","TD_445_217",1880,1,"Mom I want more","3","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","1","acl:relcl",NA,NA,"present"
"392","TD_467_433",598,1,"and you dont like this to happen","3","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","aux",NA,"SpaceAfter=No","present"
"393","TD_465_541",77,1,"theres no baby in there","1","theres","there","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"394","TD_477_217",73,1,"so we can do it","3","can","can","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"395","VI_005_263",659,1,"let Mommy go","1","let","let","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"396","VI_033_820",547,1,"look at this little monkey","1","look","look","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"397","TD_474_966",368,1,"and you heard what I said you must keep out of sight","3","heard","hear","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"398","TD_443_341",1251,1,"xxx give me all xxx","2","give","give","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"399","VI_013_206",1091,1,"are you taking your socks off again","1","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"400","TD_475_481",43,1,"where you going","3","going","go","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"401","VI_013_206",241,1,"wait I xxx","1","wait","wait","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"402","TD_444_402",100,1,"it bounced off her head and she went <eh> = imitates","2","bounced","bounce","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"403","VI_005_263",43,1,"=grunts there we go okay","2","grunts","grunt","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"404","TD_477_217",708,1,"mm over there is ours","4","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"405","TD_467_433",128,1,"Im gonna get you","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"displaced"
"406","TD_473_844",392,1,"you want all your rubber duckies","2","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"407","TD_448_304",243,1,"I its over here extra larges","3","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","7","cop",NA,NA,"present"
"408","VI_008_707",1863,1,"I dont think it xxx a private xxx","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"409","TD_436_678",1314,1,"kitty theres a bad <ol>","2","theres","there","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","cop",NA,NA,"present"
"410","TD_444_402",231,1,"xxx how you doing","4","doing","do","VERB","VBG","Tense=Pres|VerbForm=Part","0","root",NA,"SpacesAfter=\n","uncategorized"
"411","VI_005_411",491,1,"wow Venus is the hottest planet in the solar system","3","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","6","cop",NA,NA,"present"
"412","TD_444_402",269,3,"Im like","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"413","TD_445_217",525,1,"so we have the olive bread from Trader Joes","3","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"414","TD_444_402",167,1,"I mean it","2","mean","mean","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"415","TD_472_829",159,1,"hold my hand","1","hold","hold","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"416","TD_472_829",1021,1,"you say it","2","say","say","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"417","TD_467_433",139,1,"I think he wants his coat on now","2","think","think","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"418","VI_001_676",819,1,"you put JohnnyJohnny","2","put","put","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"419","VI_012_562",1176,1,"we could put his paciec there because he knows what that is","2","could","could","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"420","TD_436_678",1547,1,"that is still pretty hot","2","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","5","cop",NA,NA,"present"
"421","VI_007_204",241,1,"well at least you can go in late tomorrow","5","can","can","AUX","MD","VerbForm=Fin","6","aux",NA,NA,"displaced"
"422","TD_477_217",238,1,"he pulled xxx the pork","2","pulled","pull","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"423","VI_047_440",383,1,"that I was leaving =laughs","3","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin","4","aux",NA,NA,"displaced"
"424","VI_015_195",418,1,"like its definitely not cool enough yet to where you can you just have your doors open","3","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","6","cop",NA,NA,"present"
"425","VI_013_206",1979,1,"whoa I see","3","see","see","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"426","VI_007_204",149,1,"hey whats the problem","3","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","2","cop",NA,NA,"present"
"427","TD_467_433",321,1,"yeah I would like to have a tree and we like Christmas at our home","3","would","would","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"428","VI_012_562",1828,1,"so I know he can crawl xxx pick up triangles xxx","3","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"429","TD_467_433",370,1,"who is that baby","2","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"430","TD_443_341",456,1,"I just wanna know maybe going forward","3","wan","want","VERB","VBP","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"431","VI_004_415",73,1,"I would love that","2","would","would","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"432","TD_448_304",423,1,"=gasps ah do ah do ah do ah do","2","gasps","gasp","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"433","VI_037_868",257,1,"he blows out the candle with a <pff> = makesblowingnoise of air","2","blows","blow","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"434","TD_464_188",409,2,"=crying","2","crying","cry","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"435","VI_015_195",424,1,"my its getting late","3","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","aux",NA,NA,"present"
"436","VI_003_405",535,1,"xxx put it right here","2","put","put","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"437","VI_047_440",185,1,"I love you","2","love","love","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"438","TD_464_188",252,1,"yeah but Amelia didnt help xxx","4","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","6","aux",NA,"SpaceAfter=No","displaced"
"439","TD_472_829",1045,1,"you need a tissue","2","need","need","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"440","VI_015_195",398,1,"oh are they","2","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","1","cop",NA,NA,"present"
"441","VI_013_206",1833,1,"<went up the spout again> = sings","2","went","go","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"442","TD_465_541",78,1,"thats a book","2","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","cop",NA,NA,"present"
"443","TD_472_829",696,1,"oh stop","2","stop","stop","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","uncategorized"
"444","TD_444_402",169,1,"I mean it","2","mean","mean","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"445","TD_443_341",79,1,"<do do do do do> = sings","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","6","aux",NA,NA,"present"
"446","VI_002_336",1100,1,"she loves that","2","loves","love","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"447","VI_047_440",542,1,"okay I havent put anything on","3","havent","havent","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"448","TD_448_304",337,1,"I have a lot of clothes but not as many as I once had","2","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"449","VI_003_405",700,1,"xxx is it <playin> playing","2","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","5","aux",NA,NA,"present"
"450","TD_445_217",2030,1,"I dont like xxx","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"451","TD_436_678",400,1,"you can choose one","2","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"452","TD_464_188",269,1,"Sunny found out that she has wait or how many","2","found","find","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"453","TD_445_217",516,1,"have them","1","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"454","VI_001_676",860,1,"wait","1","wait","wait","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","uncategorized"
"455","VI_012_562",597,1,"yeah theres some chippiesc in there","2","theres","there","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","cop",NA,NA,"present"
"456","TD_436_678",685,1,"that doesnt help Jane","2","does","do","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"457","TD_445_217",1044,1,"because as weve discovered","3","weve","weve","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux:pass",NA,NA,"present"
"458","VI_005_263",153,1,"thinking","1","thinking","think","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"459","TD_465_541",380,1,"your day has been so busy now its time for you to rest","3","has","have","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","6","aux",NA,NA,"present"
"460","VI_047_440",381,1,"its just its really not and I cant control what my boss says I cant control the fact that I gave you notice","4","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","5","cop",NA,NA,"present"
"461","VI_014_242",188,1,"or sounding terrible","2","sounding","sound","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"462","TD_472_829",25,1,"look","1","look","look","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","uncategorized"
"463","VI_008_707",1436,1,"like so I put a al in it","4","put","put","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"464","VI_033_820",1,1,"what is that your new desk","2","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"465","TD_467_433",225,1,"is it I think its a cigar","1","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","2","cop",NA,NA,"present"
"466","VI_013_206",998,1,"<Mama loves her babies> = sings","3","loves","love","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","7","parataxis",NA,NA,"present"
"467","TD_464_188",262,1,"you know sometimes shell even call me Mom","2","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"468","VI_001_676",2142,1,"dont say that","1","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,"SpaceAfter=No","present"
"469","VI_005_263",827,1,"I can do two trees xxx","2","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"470","TD_445_217",209,1,"xxx theyre waiting for a xxx announcement","2","theyre","theyre","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"471","TD_465_541",404,1,"can you kick the ball","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"472","TD_443_341",292,1,"<well everyday you can> = sings","6","can","can","AUX","MD","VerbForm=Fin","4","acl:relcl",NA,"SpaceAfter=No","displaced"
"473","VI_033_820",1955,1,"Jack could you be hey hey hey","2","could","could","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"474","TD_448_304",192,1,"you only use xxx","3","use","use","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"475","TD_463_254",148,1,"Daddy how was your day","3","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin","5","cop",NA,NA,"displaced"
"476","VI_015_195",35,1,"when shes in tummy time","2","shes","she","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","5","cop",NA,NA,"present"
"477","TD_447_448",55,1,"theyve got experience theyre going to want to know why and really the test xxx","1","theyve","theyve","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","2","aux",NA,NA,"displaced"
"478","TD_464_188",171,1,"alright lets get your hair xxx and well go real quick hang on","3","get","get","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"479","VI_013_206",345,1,"so we can bounce bounce bounce","3","can","can","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"480","VI_047_440",4,1,"come back","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"481","VI_047_440",26,1,"oh yeah I forgot about that","4","forgot","forget","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"482","VI_033_820",901,1,"want toys","1","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"displaced"
"483","VI_002_336",1133,1,"whats going on here","2","going","go","VERB","VBG","VerbForm=Ger","1","acl",NA,NA,"present"
"484","TD_443_341",534,1,"and then we let everything in the past go","4","let","let","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"485","VI_013_206",1040,1,"and then we gotta figure out what youre gonna wear today um at lunch","4","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"486","TD_467_433",624,1,"no come on","2","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"487","TD_474_966",375,1,"whats that","1","whats","what","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"488","VI_008_707",1568,1,"feel Littlepolarbears furry paws and fur","1","feel","feel","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"489","TD_447_448",24,1,"he didnt really say much","2","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","5","aux",NA,"SpaceAfter=No","displaced"
"490","VI_015_195",492,1,"so I got to hold her for a few minutes xxx and","3","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"491","VI_015_195",276,1,"um they usually have them closed more","1","um","um","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"492","TD_465_541",100,1,"would that fit there","1","would","would","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"493","VI_012_562",603,1,"did you lock us out","1","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","3","aux",NA,NA,"displaced"
"494","TD_443_341",543,1,"well I know that","3","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"495","VI_008_707",1388,1,"you picked them all up already","2","picked","pick","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"496","VI_003_405",544,1,"I know","2","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"497","TD_449_716",178,1,"Oscar is green","2","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"498","VI_002_336",1172,1,"no he just calls it","4","calls","call","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"499","TD_449_716",120,1,"yeah I usually l I mean I usually look","4","l","l","AUX","MD","VerbForm=Fin","6","aux",NA,NA,"displaced"
"500","VI_003_405",46,1,"<see my dreams and then my feet could ever wander> = sings","2","see","see","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"501","TD_436_678",163,1,"are you thirsty","1","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"502","TD_443_341",1049,1,"cant find a comb","2","find","find","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"503","VI_014_242",119,1,"is stand up and Ill show you","1","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","2","aux",NA,NA,"present"
"504","TD_444_402",144,1,"I know","2","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"505","TD_436_678",652,1,"I locked that door babe","2","locked","lock","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"506","VI_008_707",978,1,"can I read it","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"507","VI_047_440",448,1,"go look at the cheetah you see him","1","go","go","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
