"","doc_id","paragraph_id","sentence_id","sentence","temporality","manual_temporality","feats"
"478","VI_008_707",1364,1,"heres a bite of guacamole on the fork","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"479","TD_444_402",203,1,"he goes he goes do you think I can just tell Mom not to get me any Christmas presents and just get me a bottle of crown","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"480","VI_047_440",85,1,"gonna try this sausage","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"481","TD_464_188",381,1,"Mommy its not fair","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"482","TD_465_541",443,1,"we couldnt wait to feed you your first solid food baby","displaced","displaced","VerbForm=Fin"
"483","TD_477_217",522,1,"maybe h her didnt have anything","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"484","TD_436_678",2266,1,"we won you Janey lose","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"485","TD_447_448",659,1,"yeah I lost my phone","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"486","VI_047_440",299,1,"shes like Im not missing it","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"487","VI_008_707",975,1,"do you say thank you","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"488","TD_449_716",333,1,"Mommy can you fall down","displaced","displaced","VerbForm=Fin"
"489","TD_436_678",2282,1,"it dont see me","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"490","TD_443_341",699,2,"because I think her heads in a fog because","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"491","TD_447_448",917,1,"yeah they definitely are going to question a little","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"492","TD_467_433",81,1,"he bitedc his self","uncategorized","displaced","VerbForm=Inf"
"493","VI_008_707",525,1,"and Im probably more tired than you are today","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"494","TD_449_716",458,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"495","VI_003_405",987,1,"he took like a three hour nap today","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"496","VI_002_336",839,1,"nope were going to leave the wipes","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"497","VI_018_924",9,1,"well there is this one","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"498","TD_463_254",317,1,"do you know xxx on the ground","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"499","TD_477_217",745,1,"opened","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"500","VI_015_195",359,1,"and then as she gets older we can have somoene just like tucking it in her onesie","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"501","VI_014_242",118,1,"alright so what Id like you to do buddy","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"502","TD_445_217",1173,1,"we cant do Sunday mornings","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"503","TD_447_448",1057,1,"how were they","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"504","VI_008_707",895,1,"its up to eighty pounds is what it holds","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"505","VI_001_676",1623,1,"girl can I borrow that","displaced","present","VerbForm=Fin"
"506","TD_447_448",610,1,"I love how she does more though","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"507","TD_443_341",244,1,"no its my turn now","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"508","VI_047_440",280,1,"are you getting sleepy","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"509","TD_465_541",125,1,"designing planning to do something some fixing or something","present","displaced","VerbForm=Ger"
"510","TD_436_678",1461,1,"he doesnt like <anybody> = exclaims at all","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"511","VI_003_405",769,1,"alright well I dont have to leave for an hour","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"512","TD_465_541",312,1,"what are those hiding on the window sill","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"513","VI_002_336",46,2,"you know the diapers actually smell like soap now I can smell them","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"514","VI_012_562",515,1,"we have house numbers on our house =laughs","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"515","TD_445_217",215,1,"wants to go camping","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"516","VI_012_562",1113,1,"and hell just do this for hours","uncategorized","present","VerbForm=Inf"
"517","TD_449_716",64,1,"did you do good listening Cottie did you do good listening","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"518","VI_012_562",1197,1,"no I think no","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"519","TD_463_254",387,1,"I know Bubba I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"520","TD_447_448",320,1,"what are you doing","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"521","TD_463_254",752,1,"so they say","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"522","TD_445_217",462,1,"I want to start making the kids on I want to go on Sunday morning","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"523","VI_015_195",337,1,"xxx shes connected xxx","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"524","VI_013_206",1414,1,"all good they said","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"525","VI_012_562",512,1,"yeah but like that fire sign up","uncategorized","uncategorized","VerbForm=Inf"
"526","TD_436_678",589,1,"xxx kids to nap","uncategorized","uncategorized","VerbForm=Inf"
"527","VI_037_868",176,1,"does","present","uncategorized","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"528","VI_005_263",536,1,"<lovers they may cause you tears xxx my oh my> = sings","displaced","displaced","VerbForm=Fin"
"529","VI_001_676",2128,1,"we got ten maybe sixteen gigabyte per month","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"530","TD_467_433",482,1,"well thats good","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"531","TD_477_217",567,1,"we just had to sing one song and then we go","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"532","TD_436_678",1337,1,"what do you want Polly","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"533","VI_015_195",423,1,"the first one says","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"534","VI_002_336",310,1,"no I would just rather call it terrible Sue","displaced","displaced","VerbForm=Fin"
"535","TD_464_188",273,1,"how many siblings do you have on that side though","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"536","VI_004_415",71,1,"and you look very sleepy","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"537","TD_463_254",182,1,"well my xxx was saying that before he came out and I xxx","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"538","VI_047_440",219,1,"oh I have some","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"539","TD_477_217",206,1,"or what time Daddys gonna be home","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"540","TD_436_678",1340,1,"thats everything","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"541","VI_037_868",278,1,"Parenteau and illustrated by DavidWalker","displaced","displaced","Tense=Past|VerbForm=Part"
"542","TD_443_341",453,1,"just say you know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"543","TD_436_678",1752,1,"I mean I would like this one but what one would you like","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"544","TD_447_448",818,1,"you cant touch","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"545","VI_014_242",373,1,"I want xxx go out","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"546","TD_477_217",66,1,"that makes me super self conscious actually but","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"547","TD_472_829",878,2,"isnt it","present","uncategorized","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"548","TD_445_217",1077,1,"but he doesnt have to be","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"549","TD_463_254",179,1,"you went swimming last June with her","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"550","TD_449_716",72,1,"thats what the recital is gonna be the dancing","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"551","TD_464_188",70,1,"she just runs around and kind of oh there goes the ball","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"552","VI_033_820",1018,1,"as you can see","displaced","present","VerbForm=Fin"
"553","VI_015_195",92,1,"=gasps hi","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"554","VI_015_195",357,1,"but she likes to have that across her belly these xxx likes to lay","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"555","VI_033_820",1345,1,"its time to wave byebye for their <adventures> adventure is at an end","uncategorized","present","VerbForm=Inf"
"556","VI_008_707",1910,1,"so like it kind of like does that sound","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"557","VI_033_820",1732,1,"Im going to get it cleaned up","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"558","VI_033_820",1843,1,"be then be thirsty","uncategorized","present","VerbForm=Inf"
"559","VI_012_562",819,1,"should we go say hi","displaced","displaced","VerbForm=Fin"
"560","VI_015_195",502,1,"three we were good and then when we were down at your moms for um chatting with Peg and stuff at like five o clock she like spit up a bunch of mucus but before I gave her her three o clock bottle I pulled off a bunch of hair xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"561","VI_008_707",438,1,"I want Felix","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"562","VI_001_676",592,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"563","TD_443_341",787,1,"I know xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"564","TD_436_678",2219,1,"what is it","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"565","VI_008_707",1529,1,"why dont you build a snow den says MommyPenguin","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"566","TD_448_304",361,1,"so like a cool like um corkboard or like whiteboard for his door would be cool","displaced","displaced","VerbForm=Fin"
"567","TD_449_716",102,1,"we nibble grapes we watch the waves we take a little rest","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"568","TD_464_188",278,1,"have you talked to","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"569","VI_005_263",930,1,"well Im trying to go anyway","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"570","TD_449_716",446,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"571","TD_473_844",13,1,"xxx say it does =giggles","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"572","TD_436_678",2288,1,"I wanna go in","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"573","TD_473_844",539,1,"youre painting me","present","present","VerbForm=Ger"
"574","VI_007_204",96,1,"<down the bough breaks the cradle will drop> =sings","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"575","TD_464_188",72,1,"get Mommy","uncategorized","uncategorized","VerbForm=Inf"
"576","TD_447_448",1292,1,"I cant sit xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"577","TD_467_433",547,1,"can you can you close the j g door honey","displaced","present","VerbForm=Fin"
"578","VI_008_707",82,1,"was she like its Marie not Maria","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"579","TD_444_402",633,1,"here you go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"580","VI_033_820",502,1,"do you want some freeze dried strawberries","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"581","VI_012_562",485,1,"<so I like> = laughs I drive around and wait <til> until nobodys outside and <just go take <em>","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"582","TD_436_678",1681,1,"I need the xxx Mommy","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"583","TD_472_829",339,1,"we give that some seeds","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"584","VI_005_411",290,1,"studies particles the smallest","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"585","TD_474_966",22,1,"it youre gonna have to paint at the table","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"586","VI_012_562",1304,1,"were gonna drive to Grandma Grandpas","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"587","VI_005_411",401,1,"<Ive never been in love like this before> = sings","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"588","TD_443_341",570,1,"you know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"589","VI_005_411",31,1,"sure you want more","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"590","VI_005_411",1158,1,"where I gave him um I made these muffins today with broccoli and ham","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"591","VI_037_868",262,1,"they play some games they laugh and sing","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"592","VI_033_820",1402,1,"it wants to put you in a pot and eat you probably","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"593","VI_018_924",20,1,"yeah you think you think the other one huh","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"594","TD_443_341",1295,2,"Im singing xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"595","VI_012_562",130,1,"there we go thats what Im talking about","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"596","VI_012_562",1008,1,"Im gonna eat it =gobbles","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"597","VI_014_242",217,1,"down you go Ben","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"598","TD_464_188",212,1,"I do not want to be splashed","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"599","VI_014_242",198,1,"xxx not playing in my dessert","uncategorized","present","Tense=Pres|VerbForm=Part"
"600","TD_467_433",584,1,"you know what","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"601","VI_033_820",1931,1,"oh I was like hes like a famous person","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"602","TD_448_304",226,1,"oh he just she just likes the","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"603","TD_436_678",1853,1,"but they used","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"604","VI_007_204",199,1,"whered she go","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"605","TD_436_678",1178,1,"wheres Janeys piggy bank","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"606","VI_037_868",285,1,"did you put the hat on your head","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"607","TD_444_402",189,1,"I mean uh well just make it work","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"608","TD_463_254",611,1,"well have to listen","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"609","VI_005_411",1202,1,"um when I go take him to bed you should go ahead and hop in the shower","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"610","VI_005_263",954,1,"while this one here is","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"611","VI_014_242",271,1,"<thats what youre gonna tell> = laughs","displaced","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"612","VI_002_336",383,1,"settle down","uncategorized","uncategorized","VerbForm=Inf"
"613","TD_477_217",652,1,"are you my","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"614","VI_001_676",2117,1,"that would be best if xxx","displaced","displaced","VerbForm=Fin"
"615","VI_003_405",1549,1,"I dont want to xxx","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"616","VI_047_440",623,1,"yall moved to Germantown right","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"617","TD_449_716",406,1,"xxx lets see lets see how about we do xxx","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"618","VI_033_820",1285,1,"shall we count","displaced","displaced","VerbForm=Fin"
"619","VI_008_707",1236,1,"can you tell me","displaced","present","VerbForm=Fin"
"620","TD_448_304",153,1,"although its not super max xxx","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"621","TD_449_716",502,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"622","VI_014_242",398,1,"why dont they xxx","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"623","VI_001_676",362,1,"you ever had one of them","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"624","VI_015_195",72,1,"those are Nannys glasses","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"625","VI_047_440",137,1,"<we have to sit in our seat to eat> = sings","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"626","TD_443_341",763,1,"well what did you wear when you went outside","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"627","TD_477_217",19,1,"<do as Im doing> = sings","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"628","VI_002_336",519,1,"did you see the fish","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"629","VI_033_820",87,1,"I didnt realize xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"630","TD_474_966",369,1,"what is that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"631","TD_464_188",113,1,"they dont","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"632","TD_449_716",81,1,"and if were very quiet now shell say it right away","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"633","VI_005_263",791,1,"you can sell everything","displaced","displaced","VerbForm=Fin"
"634","TD_445_217",2160,1,"I dont like this","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"635","TD_436_678",863,1,"I wouldnt put your mouth on it","displaced","present","VerbForm=Fin"
"636","VI_008_707",1186,1,"dont want your beers xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"637","TD_472_829",752,1,"help","uncategorized","uncategorized","VerbForm=Inf"
"638","TD_473_844",482,1,"if you get xxx use it dont you","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"639","VI_002_336",869,1,"so he looks like his dad","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"640","TD_436_678",16,1,"well they wanting your Ticketmaster or your blueprint","present","present","VerbForm=Ger"
"641","VI_005_263",872,1,"should I give him his late meal early xxx","displaced","displaced","VerbForm=Fin"
"642","TD_463_254",696,1,"where is it","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"643","VI_008_707",731,1,"theres a giant jumparee in my burrow","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"644","VI_012_562",1047,1,"you could tell he mos he um","displaced","displaced","VerbForm=Fin"
"645","VI_015_195",360,1,"we have like a little little probe sticker","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"646","TD_444_402",26,1,"is she texting me","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"647","VI_033_820",925,1,"wanna feel the plants","displaced","present","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"648","VI_033_820",1777,1,"I feel like my face is really I wanna go wash my face and","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"649","TD_473_844",744,1,"ah can you give Nanny Netty a kiss","displaced","present","VerbForm=Fin"
"650","TD_445_217",1469,1,"Courtney honey wheres your shoes","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"651","TD_436_678",2074,1,"<me reading this book> = whines","present","present","VerbForm=Ger"
"652","TD_472_829",68,1,"Ill be youre lucky yeah","displaced","present","VerbForm=Fin"
"653","TD_465_541",22,1,"are you are you gonna take it downstairs for me","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"654","VI_005_411",583,1,"youve been so patient","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"655","VI_047_440",206,1,"so I think technically you have to sign for Nora <as well> = laughs","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"656","VI_005_411",1256,1,"<the chimney tops thats where> = sings","present","uncategorized","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"657","TD_477_217",490,1,"Ill check on the chair","displaced","displaced","VerbForm=Fin"
"658","VI_013_206",1976,1,"<Gaga> grandpa hears the birds talking to Georgia","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"659","TD_473_844",1051,1,"is there something down there","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"660","VI_012_562",1666,1,"and theres Mama","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"661","TD_465_541",482,1,"Mommys gonna wash out her hair","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"662","TD_443_341",594,1,"I mean shes","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"663","VI_005_411",1044,1,"goat jumped over the fence of course","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"664","VI_047_440",274,1,"were ready","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"665","TD_444_402",80,1,"we can get some blocks out","displaced","displaced","VerbForm=Fin"
"666","TD_467_433",257,1,"uh what are you doing","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"667","TD_436_678",964,1,"tell Daddy","uncategorized","uncategorized","VerbForm=Inf"
"668","TD_436_678",1729,1,"I wanna see AlvinandtheChipmunks","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"669","TD_464_188",12,1,"did you give a warning shes being recorded","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"670","VI_001_676",940,1,"did you say xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"671","TD_464_188",644,1,"you have to touch","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"672","VI_004_415",47,2,"Im gonna put my guitar up","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"673","TD_467_433",575,1,"because I was like we have","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"674","VI_003_405",514,1,"thats the best huh","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"675","TD_463_254",335,1,"dont know how I feel about that Tess","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"676","TD_445_217",510,1,"well and they dont even o","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"677","VI_013_206",1567,1,"can you say bye bye","displaced","present","VerbForm=Fin"
"678","VI_037_868",204,1,"he calls","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"679","TD_473_844",1125,1,"oh youve still got it","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"680","VI_007_204",229,1,"ah what are you doing","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"681","TD_444_402",483,1,"are you gonna sell the house","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"682","TD_477_217",72,1,"yeah its in the building where Jeff works","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"683","TD_443_341",1226,1,"but its better","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"684","TD_463_254",199,1,"I can hear though xxx","displaced","present","VerbForm=Fin"
"685","TD_472_829",988,1,"can you say it","displaced","displaced","VerbForm=Fin"
"686","VI_033_820",1159,2,"Im gonna pour the water in","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"687","TD_445_217",218,1,"because he wants a camp fire","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"688","TD_436_678",1897,1,"Ive only seen him like","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"689","VI_005_263",174,1,"hey lets go","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"690","VI_033_820",1000,1,"da da du du the drums","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"691","VI_004_415",99,1,"dont bite Mama","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"692","VI_033_820",2024,1,"come out","uncategorized","uncategorized","VerbForm=Inf"
"693","VI_008_707",1839,1,"so and then he goes","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"694","VI_047_440",611,1,"oh thats funny","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"695","VI_008_707",1813,1,"did you throw your milk","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"696","TD_436_678",1060,1,"why are you in trouble","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"697","TD_473_844",359,1,"shouldnt it have gone off twenty minutes or so ago","displaced","displaced","VerbForm=Fin"
"698","VI_008_707",752,1,"but just as she was about to slink inside","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"699","TD_463_254",706,1,"what do you think","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"700","VI_012_562",121,1,"and then you hold on to one","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"701","TD_464_188",426,1,"hey no you cant have a birthday","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"702","VI_033_820",1468,1,"theres the tiger","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"703","TD_474_966",175,1,"oh much better thank you","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"704","TD_448_304",400,1,"you wanna talk about constitution day","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"705","VI_007_204",172,1,"of him catching the fish","present","present","VerbForm=Ger"
"706","VI_003_405",166,1,"what are you doing xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"707","TD_463_254",532,1,"so you havent had a baby in a while","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"708","TD_465_541",270,1,"spiders are scary","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"709","VI_003_405",1218,1,"hows that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"710","TD_445_217",137,1,"there you go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"711","TD_472_829",196,1,"theyre at the farm","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"712","TD_472_829",609,1,"<ere> there we go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
